Kingdom,KingdomC,Phylum,PhylumC,Class,ClassC,Order,OrderC,Family,FamilyC,Genus,GenusC,Species,ScientificName,CommonNameC,IsEndemic
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Taiwanastrapometis,,kikuchii,Taiwanastrapometis kikuchii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Stemmatophora,,mushana,Stemmatophora mushana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Stemmatophora,,flavicaput,Stemmatophora flavicaput,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Pyralis,,taihorinalis,Pyralis taihorinalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Pyralis,,costinotalis,Pyralis costinotalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Pyralis,,centralis,Pyralis centralis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Phycitia,,anpingicola,Phycitia anpingicola,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Phycita,,taiwanella,Phycita taiwanella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Phycita,,southi,Phycita southi,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Phycita,,formosella,Phycita formosella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Pempeliella,,furella,Pempeliella furella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthopygia,,tenuis,Orthopygia tenuis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthopygia,,sokutsensis,Orthopygia sokutsensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthopygia,,anpingialis,Orthopygia anpingialis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthaga,,edetalis,Orthaga edetalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthaga,,confusa,Orthaga confusa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Orthaga,,centralis,Orthaga centralis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Nephopterix,,griseofusa,Nephopterix griseofusa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Mimicia,,pseudolibatrix,Mimicia pseudolibatrix taiwana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Melanalis,,flavalis,Melanalis flavalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Medaniaria,,kosemponella,Medaniaria kosemponella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Lixa,,productalis,Lixa productalis taiwana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Lepidogma,,tripartita,Lepidogma tripartita,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Hypsotropa,,tripartalis,Hypsotropa tripartalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Hypsotropa,,grassa,Hypsotropa grassa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Hypsotropa,,formosalis,Hypsotropa formosalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Hypsopygia,,proboscidalis,Hypsopygia proboscidalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Hypsipyla,,formosana,Hypsipyla formosana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Herculia,,taiwanalis,Herculia taiwanalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Herculia,,castanealis,Herculia castanealis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Eurhodope,,ohkunii,Eurhodope ohkunii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Eurhodope,,karenkolla,Eurhodope karenkolla,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Eurhodope,,basella,Eurhodope basella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Emmalocera,,miserabilis,Emmalocera miserabilis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Dioryctria,,yiai,Dioryctria yiai,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Curena,,costipunctata,Curena costipunctata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Cryptoblabes,,miserabilis,Cryptoblabes miserabilis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Corcyra,,brunnea,Corcyra brunnea,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Commotria,,enervella,Commotria enervella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Canthelea,,taiwanalis,Canthelea taiwanalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Canthelea,,anpingialis,Canthelea anpingialis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Anerastia,,stramineipennis,Anerastia stramineipennis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Acrobasis,,epicrociella,Acrobasis epicrociella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pterophoridae,羽蛾科,Stenoptilia,,platanodes,Stenoptilia platanodes,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pterophoridae,羽蛾科,Pterophorus,,chosokeialis,Pterophorus chosokeialis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pterophoridae,羽蛾科,Platyptilia,,shirozui,Platyptilia shirozui,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pterophoridae,羽蛾科,Platyptilia,,chosokeiella,Platyptilia chosokeiella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pterophoridae,羽蛾科,Ochyrotica,,taiwanica,Ochyrotica taiwanica,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Tayalopsyche,,spinidomifera,Tayalopsyche spinidomifera,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Pteroma,,postica,Pteroma postica,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Psyche,,taiwana,Psyche taiwana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Metisa,,saccharivosa,Metisa saccharivosa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Mahasena,,oolona,Mahasena oolona,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Mahasena,,kotoensis,Mahasena kotoensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Kotochalia,,shirakii,Kotochalia shirakii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Psychidae,簑蛾科,Eurukuttarus,,tatahashii,Eurukuttarus tatahashii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Plutellidae,菜蛾科,Anthonympha,,speciosa,Anthonympha speciosa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pieridae,粉蝶科,Delias,艷粉蝶屬,berinda,Delias berinda wilemani,黃裙豔粉蝶;韋氏麻斑粉蝶;韋氏胡麻斑粉蝶;臺灣胡麻斑粉蝶;偉而曼白蝶;韋氏麻粉蝶;黃裙斑粉蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pieridae,粉蝶科,Aporia,絹粉蝶屬,gigantea,Aporia gigantea cheni,截脈絹粉蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Phaudidae,榕蛾科,Phauda,,similis,Phauda similis,偽榕蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Phaudidae,榕蛾科,Phauda,,rubra,Phauda rubra,紅翅榕蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Phaudidae,榕蛾科,Phauda,,mimica,Phauda mimica,恆春榕蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Phaudidae,榕蛾科,Phauda,,horishana,Phauda horishana,埔里榕蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Phaudidae,榕蛾科,Phauda,,arikana,Phauda arikana,里港榕蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Papilionidae,鳳蝶科,Papilio,鳳蝶屬,thaiwanus,Papilio thaiwanus,臺灣鳳蝶;渡邊鳳蝶;臺灣藍鳳蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Papilionidae,鳳蝶科,Papilio,鳳蝶屬,hopponis,Papilio hopponis,雙環翠鳳蝶;重幃鳳蝶;雙環鳳蝶;北埔鳳蝶;重月紋翠鳳蝶;重幃翠鳳蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Papilionidae,鳳蝶科,Papilio,鳳蝶屬,hermosanus,Papilio hermosanus,臺灣琉璃翠鳳蝶;寶鏡鳳蝶;琉璃紋鳳蝶;瑠璃紋鳳蝶;琉璃鳳蝶臺灣亞種,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Papilionidae,鳳蝶科,Atrophaneura,曙鳳蝶屬,horishana,Atrophaneura horishana,曙鳳蝶;桃紅鳳蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Papilionidae,鳳蝶科,Agehana,寬尾鳳蝶屬,maraho,Agehana maraho,臺灣寬尾鳳蝶;寬尾鳳蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pantheidae,隆蛾科,Trisuloides,后夜蛾屬,taiwana,Trisuloides taiwana,臺灣后夜蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Palaeosetidae,古蝠蛾科,Ogygioses,,issikii,Ogygioses issikii,一色氏古蝠蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Palaeosetidae,古蝠蛾科,Ogygioses,,eurata,Ogygioses eurata,烏來古蝠蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Palaeosetidae,古蝠蛾科,Ogygioses,,caliginosa,Ogygioses caliginosa,巒大古蝠蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Stathmopoda,,vertibrata,Stathmopoda vertibrata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Stathmopoda,,melitripta,Stathmopoda melitripta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Stathmopoda,,brachymochla,Stathmopoda brachymochla,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Satrapia,,pyrotechnica,Satrapia pyrotechnica,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Philobota,,syntropa,Philobota syntropa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Periacma,,lagophthalma,Periacma lagophthalma,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Periacma,,delegata,Periacma delegata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Periacma,,conioxantha,Periacma conioxantha,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Peracma,,pontiseca,Peracma pontiseca,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Pachyrhabda,,citrinacma,Pachyrhabda citrinacma,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Lamprystica,,purpurata,Lamprystica purpurata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Formokamaga,,flavopicta,Formokamaga flavopicta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Eulechria,,colonialis,Eulechria colonialis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Casmara,,patrona,Casmara patrona,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Borkhausenia,,tyropis,Borkhausenia tyropis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Oecophoridae,織蛾科,Ashinaga,,longimana,Ashinaga longimana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Zophoessa,幽眼蝶屬,niitakana,Zophoessa niitakana,玉山幽眼蝶;玉山黛眼蝶;玉山蔭蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,wenlungi,Ypthima wenlungi,文龍波眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,wangi,Ypthima wangi,王氏波眼蝶;王氏波紋蛇目蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,okurai,Ypthima okurai,大藏波眼蝶;大藏波紋蛇目蝶;深山波紋蛇目蝶;矍眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,formosana,Ypthima formosana,寶島波眼蝶;臺灣瞿眼蝶;大波紋蛇目蝶;臺灣鄰眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,esakii,Ypthima esakii,江崎波眼蝶;江崎瞿眼蝶;江崎波紋蛇目蝶;埔里波紋蛇目蝶;江崎鄰眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,angustipennis,Ypthima angustipennis,狹翅波眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Ypthima,波眼蝶屬,akragas,Ypthima akragas,白帶波眼蝶;臺灣小波紋蛇目蝶;高山波紋蛇目蝶;斐矍眼蝶;臺灣小波眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Sephisa,燦蛺蝶屬,daimio,Sephisa daimio,臺灣燦蛺蝶;臺灣帥蛺蝶;白裙黃斑蛺蝶;高砂黃斑挾蝶;臺灣黃胡麻斑蛺蝶;臺灣黃斑蛺蝶;臺灣繚斑蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Neptis,環蛺蝶屬,taiwana,Neptis taiwana,蓬萊環蛺蝶;臺灣環蛺蝶;埔里三線蝶;埔里社三線蝶;臺灣三線蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Neptis,環蛺蝶屬,reducta,Neptis reducta,無邊環蛺蝶;回環蛺蝶;寬紋三線蝶;清義三線蝶;闊三線蝶;寬環蛺蝶;寬紋環蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Minois,蛇眼蝶屬,nagasawae,Minois nagasawae,永澤蛇眼蝶;永澤蛇目蝶;文宗蛇目蝶;合歡山蛇目蝶;永澤眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Lethe,黛眼蝶屬,mataja,Lethe mataja,臺灣黛眼蝶;馬太黛眼蝶;大玉帶黑蔭蝶;大白帶黑蔭蝶;大白帶黛蝶;大白條黑蔭蝶;大斜帶竹眼蝶;黑眉竹眼蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Helcyra,白蛺蝶屬,plesseni,Helcyra plesseni,普氏白蛺蝶;臺灣白蛺蝶;國姓小紫蛺蝶;寬信紫挾蝶;北山小紫蛺蝶;朴銀白蛺蝶;國姓白蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Euthalia,翠蛺蝶屬,malapana,Euthalia malapana,馬拉巴翠蛺蝶;馬拉巴綠一文字蝶;仁愛綠蛺蝶;眉原綠一字蝶;仁愛翠蛺蝶;馬拉巴綠蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Nymphalidae,蛺蝶科,Euthalia,翠蛺蝶屬,formosana,Euthalia formosana,臺灣翠蛺蝶;臺灣綠蛺蝶;高砂綠一文字蝶;臺灣綠一字蝶;臺灣蛺蝶,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Stauropus,,teikichiana,Stauropus teikichiana,台蟻舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Shaka,,atrovittata,Shaka atrovittata mushensis,沙舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Ptilophora,,rufula,Ptilophora rufula,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Pseudofentonia (Mimus),,medioalbida,Pseudofentonia (Mimus) medioalbida,白中擬紛舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Pseudofentonia (Eufentonia),,nakamurai,Pseudofentonia (Eufentonia) nakamurai,中村氏擬紛舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Pheosiopsis (Suzukiana),,cinerea,Pheosiopsis (Suzukiana) cinerea formosana,喜夙舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Pheosiopsis (Suzukiana),,alishanensis,Pheosiopsis (Suzukiana) alishanensis,阿里山夙舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Pheosiopsis (Oligaeschra),,lusciniola,Pheosiopsis (Oligaeschra) lusciniola,路夙舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Peridea,,graeseri,Peridea graeseri tayal,赭小內斑舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Nephodonta,,taiwanensis,Nephodonta taiwanensis,臺灣霧舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Neodrymonia,,taiwana,Neodrymonia taiwana,臺灣新林舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Mimopydna,,kishidai,Mimopydna kishidai kishidai,岸田氏擬皮舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Microphalera,,grisea,Microphalera grisea yoshimotoi,灰小掌舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Metriaeschra,,apatela,Metriaeschra apatela elegans,幻心舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Mesophalera,,speratus,Mesophalera speratus,希望間掌舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Mangea,,gemina,Mangea gemina,雙星繁花舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Lophontosia,,fusca,Lophontosia fusca,棕冠齒舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Lophocosma,,nigrilinea,Lophocosma nigrilinea geniculata,彎臂冠舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Ginshachia,,elongata,Ginshachia elongata,錦舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Gazalina,,purificata,Gazalina purificata,白雪舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Curuzza,,ronkayorum,Curuzza ronkayorum,黃枯舟蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Besaia (Besaia),,sordida,Besaia (Besaia) sordida,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Notodontidae,舟蛾科,Benbowia,,takamukuana,Benbowia takamukuana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,鐮須夜蛾屬,nigrisigna,Zanclognatha nigrisigna,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,鐮須夜蛾屬,nakatomii,Zanclognatha nakatomii,,1
