Kingdom,KingdomC,Phylum,PhylumC,Class,ClassC,Order,OrderC,Family,FamilyC,Genus,GenusC,Species,ScientificName,CommonNameC,CoaCode,CoaCType
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Leiothrichidae,噪眉科,Garrulax,噪鶥屬,taewanus,Garrulax taewanus,臺灣畫眉;畫眉,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Charadriiformes,鴴形目,Scolopacidae,鷸科,Gallinago,田鷸屬,hardwickii,Gallinago hardwickii,大田鷸;大地鷸,III,其它應予保育
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Cicadidae,蟬科,Formotosena,爺蟬屬,seebohmi,Formotosena seebohmi,臺灣爺蟬,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Cetacea,鯨目,Delphinidae,海豚科,Feresa,矮鯨屬,attenuata,Feresa attenuata,小虎鯨,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,tinnunculus,Falco tinnunculus tinnunculus,紅隼,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,subbuteo,Falco subbuteo subbuteo,燕隼,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,peregrinus,Falco peregrinus calidus,遊隼;隼,I,瀕臨滅絕
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,naumanni,Falco naumanni,黃爪隼,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,columbarius,Falco columbarius insignis,灰背隼,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Falconiformes,隼形目,Falconidae,隼科,Falco,隼屬,amurensis,Falco amurensis,紅腳隼;阿穆爾隼,II,珍貴稀有
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Eupyrgops,,waltonianus,Eupyrgops waltonianus,碎斑硬象鼻蟲,II,珍貴稀有
Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Colubridae,黃頷蛇科,Euprepiophis,,mandarinus,Euprepiophis mandarinus,高砂蛇;玉帶蛇;玉斑錦蛇,III,其它應予保育
